"ID";"TCM_DN";"Rev";"ClientCode";"LastTrn";"LastTrnClient"
"454";"4355-GP-VD-RD094540096 Imported at  23-03-2023 06:18:22";;;"2122-TTMCP-00515";
"455";"4355-GP-VD-RM094540094 Imported at  23-03-2023 06:18:27";;;;
"456";"4355-GP-VD-RD094540097 Imported at  23-03-2023 06:18:30";;;;
"457";"4355-GP-VD-RD094540095 Imported at  23-03-2023 06:18:34";;;"2122-TTMCP-00739";
"458";"4355-GP-VD-RD094540098 Imported at  23-03-2023 06:18:36";;;"2122-TTMCP-00802";
"459";"4355-GP-VD-RD094540099 Imported at  23-03-2023 06:18:38";;;"2122-TTMCP-00802";
"460";"4355-GP-VD-RD094540101 Imported at  23-03-2023 06:18:40";;;"2122-TTMCP-01222";
"461";"4355-GP-VD-RD094540102 Imported at  23-03-2023 06:18:41";;;"2122-TTMCP-00802";
"462";"4355-GP-VD-RD094540100 Imported at  23-03-2023 06:18:45";;;"2122-TTMCP-00802";
"463";"4355-GP-VD-RM094540104 Imported at  23-03-2023 06:18:47";;;"2122-TTMCP-00909";
"464";"4355-GP-VD-RM094540103 Imported at  23-03-2023 06:18:49";;;"2122-TTMCP-00909";
"465";"4355-GP-VD-RM094540106 Imported at  23-03-2023 06:18:51";;;"2122-TTMCP-00780";
"466";"4355-GP-VD-RM094540107 Imported at  23-03-2023 06:18:54";;;"2122-TTMCP-00780";
"467";"4355-GP-VD-RD094540105 Imported at  23-03-2023 06:18:56";;;"2122-TTMCP-00779";
"468";"4355-GP-VD-RM094540108 Imported at  23-03-2023 06:18:58";;;"2122-TTMCP-00909";
"469";"4355-GP-VD-RD094540109 Imported at  23-03-2023 06:19:00";;;"2122-TTMCP-00908";
"470";"4355-GP-VD-RD094540111 Imported at  23-03-2023 06:19:02";;;"2122-TTMCP-00779";
"471";"4355-GP-VD-RD094540112 Imported at  23-03-2023 06:19:03";;;"2122-TTMCP-00908";
"472";"4355-GP-VD-LG094540114 Imported at  23-03-2023 06:19:05";;;;
"473";"4355-GP-VD-RD094540110 Imported at  23-03-2023 06:19:08";;;"2122-TTMCP-00834";
"474";"4355-GP-VD-RD094540116 Imported at  23-03-2023 06:19:11";;;;
"475";"4355-GP-VD-RD094540113 Imported at  23-03-2023 06:19:13";;;;
"476";"4355-GP-VD-RD094540115 Imported at  23-03-2023 06:19:15";;;;
"477";"4355-GP-VD-RD094540117 Imported at  23-03-2023 06:19:16";;;;
"478";"4355-GP-VD-PC094540119 Imported at  23-03-2023 06:19:18";;;"2122-TTMCP-00906";
"479";"4355-GP-VD-RD094540118 Imported at  23-03-2023 06:19:22";;;;
"480";"4355-GP-VD-FP094540120 Imported at  23-03-2023 06:19:24";;;"2122-TTMCP-00448";
"481";"4355-GP-VD-RM094540121 Imported at  23-03-2023 06:19:26";;;;
"482";"4355-GP-VD-GT094540123 Imported at  23-03-2023 06:19:28";;;;
"483";"4355-GP-VD-LF094540124 Imported at  23-03-2023 06:19:30";;;"2122-TTMCP-00547";
"484";"4355-GP-VD-GP094540122 Imported at  23-03-2023 06:19:32";;;;
"485";"4355-GP-VD-BC094540125 Imported at  23-03-2023 06:19:34";;;;
"486";"4355-GP-VD-IL094540126 Imported at  23-03-2023 06:19:36";;;"2122-TTMCP-00362";
"487";"4355-GP-VD-IO094540128 Imported at  23-03-2023 06:19:37";;;;
"488";"4355-GP-VD-BO094540130 Imported at  23-03-2023 06:19:40";;;"2122-TTMCP-01861";
"489";"4355-GP-VD-IC094540131 Imported at  23-03-2023 06:19:42";;;;
"490";"4355-GP-VD-IS094540129 Imported at  23-03-2023 06:19:43";;;"2122-TTMCP-01524";
"491";"4355-GP-VD-IO094540127 Imported at  23-03-2023 06:19:46";;;"2122-TTMCP-00886";"RLPP-TCPTM-00150"
"492";"4355-GP-VD-IP094540135 Imported at  23-03-2023 06:19:49";;;;
"493";"4355-GP-VD-IB094540133 Imported at  23-03-2023 06:19:54";;;"2122-TTMCP-00206";"RLPP-TCPTM-00036"
"494";"4355-GP-VD-IW094540136 Imported at  23-03-2023 06:19:57";;;"2122-TTMCP-02125";"RLPP-TCPTM-00278"
"495";"4355-GP-VD-ID094540132 Imported at  23-03-2023 06:19:59";;;;
"496";"4355-GP-VD-IP094540134 Imported at  23-03-2023 06:20:04";;;"2122-TTMCP-02027";
"497";"4355-GP-VD-IG094540142 Imported at  23-03-2023 06:20:07";;;;
"498";"4355-GP-VD-IR094540139 Imported at  23-03-2023 06:20:12";;;"2122-TTMCP-02008";
"499";"4355-GP-VD-IO094540141 Imported at  23-03-2023 06:20:15";;;;
"500";"4355-GP-VD-IW094540140 Imported at  23-03-2023 06:20:18";;;"2122-TTMCP-00255";"RLPP-TCPTM-00050"
"501";"4355-GP-VD-IP094540137 Imported at  23-03-2023 06:20:22";;;;
"502";"4355-GP-VD-IV094540144 Imported at  23-03-2023 06:20:23";;;"2122-TTMCP-00864";"RLPP-TCPTM-00150"
"503";"4355-GP-VD-IP094540147 Imported at  23-03-2023 06:20:26";;;;
"504";"4355-GP-VD-IC094540146 Imported at  23-03-2023 06:20:28";;;;
"505";"4355-GP-VD-IT094540143 Imported at  23-03-2023 06:20:31";;;"2122-TTMCP-01072";
"506";"4355-GP-VD-IO094540149 Imported at  23-03-2023 06:20:32";;;;
"507";"4355-GP-VD-BO094540151 Imported at  23-03-2023 06:20:35";;;"2122-TTMCP-01070";
"508";"4355-GP-VD-IV094540145 Imported at  23-03-2023 06:20:37";;;"2122-TTMCP-02305";"RLPP-TCPTM-00287"
"509";"4355-GP-VD-ES094540152 Imported at  23-03-2023 06:20:39";;;"2122-TTMCP-00206";"RLPP-TCPTM-00052"
"510";"4355-GP-VD-ES094540154 Imported at  23-03-2023 06:20:41";;;"2122-TTMCP-01985";"RLPP-TCPTM-00247"
"511";"4355-GP-VD-IO094540148 Imported at  23-03-2023 06:20:46";;;;
"512";"4355-GP-VD-EU094540150 Imported at  23-03-2023 06:20:48";;;"2122-TTMCP-00384";"RLPP-TCPTM-00090"
"513";"4355-GP-VD-ES094540156 Imported at  23-03-2023 06:20:50";;;"2122-TTMCP-01071";"RLPP-TCPTM-00175"
"514";"4355-GP-VD-ES094540157 Imported at  23-03-2023 06:20:52";;;"2122-TTMCP-02590";
"515";"4355-GP-VD-EU094540159 Imported at  23-03-2023 06:20:54";;;"2122-TTMCP-00206";"RLPP-TCPTM-00052"
"516";"4355-GP-VD-ES094540153 Imported at  23-03-2023 06:20:56";;;"2122-TTMCP-00206";"RLPP-TCPTM-00052"
"517";"4355-GP-VD-ES094540155 Imported at  23-03-2023 06:20:59";;;"2122-TTMCP-01921";"RLPP-TCPTM-00240"
"518";"4355-GP-VD-ES094540161 Imported at  23-03-2023 06:21:02";;;"2122-TTMCP-02387";"RLPP-TCPTM-00291"
"519";"4355-GP-VD-ES094540162 Imported at  23-03-2023 06:21:04";;;"2122-TTMCP-02436";
"520";"4355-GP-VD-ES094540164 Imported at  23-03-2023 06:21:06";;;"2122-TTMCP-01322";"RLPP-TCPTM-00200"
"521";"4355-GP-VD-ED094540158 Imported at  23-03-2023 06:21:09";;;"2122-TTMCP-00255";"RLPP-TCPTM-00061"
"522";"4355-GP-VD-ES094540166 Imported at  23-03-2023 06:21:11";;;;
"523";"4355-GP-VD-ES094540167 Imported at  23-03-2023 06:21:13";;;;
"524";"4355-GP-VD-OL094540169 Imported at  23-03-2023 06:21:16";;;"2122-TTMCP-00483";"RLPP-TCPTM-00197"
"525";"4355-GP-VD-EL094540160 Imported at  23-03-2023 06:21:18";;;"2122-TTMCP-01862";
"526";"4355-GP-VD-MB094540171 Imported at  23-03-2023 06:21:20";;;;
"527";"4355-GP-VD-ES094540165 Imported at  23-03-2023 06:21:21";;;;
"528";"4355-GP-VD-ES094540163 Imported at  23-03-2023 06:21:25";;;"2122-TTMCP-02303";"RLPP-TCPTM-00287"
"529";"4355-GP-VD-OM094540174 Imported at  23-03-2023 06:21:28";;;;
"530";"4355-GP-VD-DB094540172 Imported at  23-03-2023 06:21:30";;;;
"531";"4355-GP-VD-DL094540168 Imported at  23-03-2023 06:21:33";;;"2122-TTMCP-00482";
"532";"4355-GP-VD-ML094540170 Imported at  23-03-2023 06:21:34";;;"2122-TTMCP-00406";"RLPP-TCPTM-00097"
"533";"4355-GP-VD-OM094540173 Imported at  23-03-2023 06:21:36";;;;
"534";"4355-GP-VD-IM094540138 Imported at  25-03-2023 02:59:45";;;;
"535";"4355-KK-VD-PQ11014700004 Imported at  13-04-2023 08:23:34";;;;
"536";"4355-KK-VD-PL11014700001 Imported at  13-04-2023 08:23:35";;;"2050-TTMCP-00397";"RLPP-TCPTM-00064"
"537";"4355-KK-VD-PP11014700002 Imported at  13-04-2023 08:23:37";;;"2050-TTMCP-01665";
"538";"4355-KK-VD-IS11014700005 Imported at  13-04-2023 08:23:38";;;"2050-TTMCP-00610";"RLPP-TCPTM-00111"
"539";"4355-KK-VD-PS11014700003 Imported at  13-04-2023 08:23:40";;;"2050-TTMCP-00699";
"540";"4355-KK-VD-IS11014700006 Imported at  13-04-2023 08:23:41";;;"2050-TTMCP-00610";"RLPP-TCPTM-00111"
"541";"4355-KK-VD-IL11014700009 Imported at  13-04-2023 08:23:43";;;"2122-TTMCP-00558";
"542";"4355-KK-VD-IS11014700007 Imported at  13-04-2023 08:23:44";;;"2050-TTMCP-00610";"RLPP-TCPTM-00111"
"543";"4355-KK-VD-IL11014700010 Imported at  13-04-2023 08:23:46";;;"2122-TTMCP-00558";
"544";"4355-KK-VD-IL11014700014 Imported at  13-04-2023 08:23:49";;;"50-TTMCP-00400";
"545";"4355-KK-VD-IS11014700008 Imported at  13-04-2023 08:23:51";;;"2050-TTMCP-00610";"RLPP-TCPTM-00111"
"546";"4355-KK-VD-IL11014700011 Imported at  13-04-2023 08:23:52";;;"2122-TTMCP-00558";
"547";"4355-KK-VD-IL11014700012 Imported at  13-04-2023 08:23:55";;;"2122-TTMCP-00558";
"548";"4355-KK-VD-GP11014700015 Imported at  13-04-2023 08:23:56";;;"2050-TTMCP-01878";"RLPP-TCPTM-00288"
"549";"4355-KK-VD-IS11014700019 Imported at  13-04-2023 08:23:58";;;"2122-TTMCP-00390";"RLPP-TCPTM-00101"
"550";"4355-KK-VD-GT11014700017 Imported at  13-04-2023 08:24:00";;;"2050-TTMCP-01859";"RLPP-TCPTM-00287"
"551";"4355-KK-VD-IL11014700013 Imported at  13-04-2023 08:24:01";;;"50-TTMCP-00400";
"552";"4355-KK-VD-IS11014700020 Imported at  13-04-2023 08:24:03";;;"2122-TTMCP-00390";"RLPP-TCPTM-00101"
"553";"4355-KK-VD-BD11014700024 Imported at  13-04-2023 08:24:04";;;"2122-TTMCP-00445";
"554";"4355-KK-VD-IS11014700022 Imported at  13-04-2023 08:24:06";;;"50-TTMCP-00270";"RLPP-TCPTM-00086"
"555";"4355-KK-VD-GP11014700016 Imported at  13-04-2023 08:24:07";;;"2050-TTMCP-01878";"RLPP-TCPTM-00288"
"556";"4355-KK-VD-BD11014700027 Imported at  13-04-2023 08:24:08";;;"2122-TTMCP-00445";
"557";"4355-KK-VD-BD11014700025 Imported at  13-04-2023 08:24:11";;;"2122-TTMCP-00445";
"558";"4355-KK-VD-IS11014700018 Imported at  13-04-2023 08:24:13";;;"2122-TTMCP-00390";"RLPP-TCPTM-00101"
"559";"4355-KK-VD-BD11014700029 Imported at  13-04-2023 08:24:15";;;"50-TTMCP-00382";
"560";"4355-KK-VD-IS11014700021 Imported at  13-04-2023 08:24:17";;;"2122-TTMCP-00390";"RLPP-TCPTM-00101"
"561";"4355-KK-VD-IS11014700023 Imported at  13-04-2023 08:24:19";;;"50-TTMCP-00270";"RLPP-TCPTM-00086"
"562";"4355-KK-VD-IT11014700032 Imported at  13-04-2023 08:24:21";;;"2122-TTMCP-00485";"RLPP-TCPTM-00111"
"563";"4355-KK-VD-IT11014700030 Imported at  13-04-2023 08:24:22";;;"2122-TTMCP-00485";"RLPP-TCPTM-00111"
"564";"4355-KK-VD-IT11014700034 Imported at  13-04-2023 08:24:24";;;"50-TTMCP-00364";"RLPP-TCPTM-00111"
"565";"4355-KK-VD-IT11014700035 Imported at  13-04-2023 08:24:25";;;"50-TTMCP-00364";"RLPP-TCPTM-00111"
"566";"4355-KK-VD-LG11014700037 Imported at  13-04-2023 08:24:27";;;"2122-TTMCP-00839";
"567";"4355-KK-VD-BD11014700026 Imported at  13-04-2023 08:24:28";;;"2122-TTMCP-00445";
"568";"4355-KK-VD-BD11014700028 Imported at  13-04-2023 08:24:29";;;"50-TTMCP-00382";
"569";"4355-KK-VD-LG11014700039 Imported at  13-04-2023 08:24:31";;;"2122-TTMCP-00839";
"570";"4355-KK-VD-IT11014700031 Imported at  13-04-2023 08:24:32";;;"2122-TTMCP-00485";"RLPP-TCPTM-00111"
"571";"4355-KK-VD-IT11014700033 Imported at  13-04-2023 08:24:34";;;"2122-TTMCP-00485";"RLPP-TCPTM-00111"
"572";"4355-KK-VD-LG11014700040 Imported at  13-04-2023 08:24:36";;;"50-TTMCP-00339";
"573";"4355-KK-VD-BC11014700044 Imported at  13-04-2023 08:24:38";;;"2122-TTMCP-00344";"RLPP-TCPTM-00086"
"574";"4355-KK-VD-LG11014700038 Imported at  13-04-2023 08:24:39";;;"2122-TTMCP-00839";
"575";"4355-KK-VD-LG11014700036 Imported at  13-04-2023 08:24:41";;;"2122-TTMCP-00839";
"576";"4355-KK-VD-BC11014700042 Imported at  13-04-2023 08:24:43";;;"2122-TTMCP-00344";"RLPP-TCPTM-00086"
"577";"4355-KK-VD-EC11014700049 Imported at  13-04-2023 08:24:45";;;"2122-TTMCP-00344";"RLPP-TCPTM-00086"
"578";"4355-KK-VD-BC11014700045 Imported at  13-04-2023 08:24:46";;;"2122-TTMCP-00344";"RLPP-TCPTM-00086"
"579";"4355-KK-VD-BC11014700047 Imported at  13-04-2023 08:24:48";;;"50-TTMCP-00269";
"580";"4355-KK-VD-LG11014700041 Imported at  13-04-2023 08:24:50";;;"50-TTMCP-00339";
"581";"4355-KK-VD-BC11014700043 Imported at  13-04-2023 08:24:52";;;"2122-TTMCP-00344";"RLPP-TCPTM-00086"
"582";"4355-KK-VD-EC11014700050 Imported at  13-04-2023 08:24:54";;;"2122-TTMCP-00344";"RLPP-TCPTM-00086"
"583";"4355-KK-VD-GE11014700054 Imported at  13-04-2023 08:24:57";;;"2122-TTMCP-01840";
"584";"4355-KK-VD-EC11014700048 Imported at  13-04-2023 08:24:59";;;"2122-TTMCP-00344";"RLPP-TCPTM-00086"
"585";"4355-KK-VD-BC11014700046 Imported at  13-04-2023 08:25:02";;;"50-TTMCP-00269";
"586";"4355-KK-VD-EC11014700052 Imported at  13-04-2023 08:25:05";;;"50-TTMCP-00269";"RLPP-TCPTM-00091"
"587";"4355-KK-VD-GE11014700055 Imported at  13-04-2023 08:25:06";;;"2122-TTMCP-01840";
"588";"4355-KK-VD-EC11014700051 Imported at  13-04-2023 08:25:08";;;"2122-TTMCP-00344";"RLPP-TCPTM-00086"
"589";"4355-KK-VD-GE11014700057 Imported at  13-04-2023 08:25:09";;;"2122-TTMCP-01840";
"590";"4355-KK-VD-EC11014700053 Imported at  13-04-2023 08:25:11";;;"50-TTMCP-00269";"RLPP-TCPTM-00091"
"591";"4355-KK-VD-GE11014700059 Imported at  13-04-2023 08:25:13";;;"50-TTMCP-01064";
"592";"4355-KK-VD-IC11014700060 Imported at  13-04-2023 08:25:14";;;"2122-TTMCP-00510";
"593";"4355-KK-VD-GE11014700056 Imported at  13-04-2023 08:25:16";;;"2122-TTMCP-01840";
"594";"4355-KK-VD-IC11014700062 Imported at  13-04-2023 08:25:17";;;"2122-TTMCP-00510";
"595";"4355-KK-VD-IC11014700064 Imported at  13-04-2023 08:25:18";;;;
"596";"4355-KK-VD-GE11014700058 Imported at  13-04-2023 08:25:20";;;"50-TTMCP-01064";
"597";"4355-KK-VD-IC11014700067 Imported at  13-04-2023 08:25:21";;;;
"598";"4355-KK-VD-IC11014700065 Imported at  13-04-2023 08:25:23";;;;
"599";"4355-KK-VD-IC11014700061 Imported at  13-04-2023 08:25:24";;;"2122-TTMCP-00510";
"600";"4355-KK-VD-IC11014700063 Imported at  13-04-2023 08:25:25";;;"2122-TTMCP-00510";
"601";"4355-KK-VD-IW11014700072 Imported at  13-04-2023 08:25:27";;;"2122-TTMCP-01278";"RLPP-TCPTM-00195"
"602";"4355-KK-VD-IC11014700069 Imported at  13-04-2023 08:25:30";;;;
"603";"4355-KK-VD-IC11014700066 Imported at  13-04-2023 08:25:33";;;;
"604";"4355-KK-VD-IC11014700071 Imported at  13-04-2023 08:25:34";;;;
"605";"4355-KK-VD-IC11014700070 Imported at  13-04-2023 08:25:36";;;"50-TTMCP-01114";
"606";"4355-KK-VD-IW11014700077 Imported at  13-04-2023 08:25:37";;;"50-TTMCP-00782";"RLPP-TCPTM-00195"
"607";"4355-KK-VD-IW11014700074 Imported at  13-04-2023 08:25:38";;;"2122-TTMCP-01278";"RLPP-TCPTM-00195"
"608";"4355-KK-VD-IW11014700076 Imported at  13-04-2023 08:25:40";;;"50-TTMCP-00782";"RLPP-TCPTM-00195"
"609";"4355-KK-VD-IC11014700068 Imported at  13-04-2023 08:25:41";;;;
"610";"4355-KK-VD-IW11014700075 Imported at  13-04-2023 08:25:43";;;"2122-TTMCP-01278";"RLPP-TCPTM-00195"
"611";"4355-KK-VD-IW11014700073 Imported at  13-04-2023 08:25:45";;;"2122-TTMCP-01278";"RLPP-TCPTM-00195"
"612";"4355-KK-VD-BO11014700080 Imported at  13-04-2023 08:25:47";;;"2122-TTMCP-00854";"RLPP-TCPTM-00141"
"613";"4355-KK-VD-BO11014700078 Imported at  13-04-2023 08:25:48";;;"2122-TTMCP-00854";"RLPP-TCPTM-00141"
"614";"4355-KK-VD-BO11014700082 Imported at  13-04-2023 08:25:50";;;"50-TTMCP-00607";"RLPP-TCPTM-00141"
"615";"4355-KK-VD-BO11014700079 Imported at  13-04-2023 08:25:52";;;"2122-TTMCP-00854";"RLPP-TCPTM-00141"
"616";"4355-KK-VD-BO11014700081 Imported at  13-04-2023 08:25:53";;;"2122-TTMCP-00854";"RLPP-TCPTM-00141"
"617";"4355-KK-VD-BO11014700083 Imported at  13-04-2023 08:25:57";;;"50-TTMCP-00607";"RLPP-TCPTM-00141"
"618";"4355-KK-VD-LF11014700084 Imported at  13-04-2023 08:26:01";;;"2122-TTMCP-00446";
"619";"4355-KK-VD-LF11014700085 Imported at  13-04-2023 08:26:03";;;"2122-TTMCP-00446";
"620";"4355-KK-VD-LF11014700087 Imported at  13-04-2023 08:26:05";;;"2122-TTMCP-00446";
"621";"4355-KK-VD-LF11014700088 Imported at  13-04-2023 08:26:08";;;"50-TTMCP-00340";
"622";"4355-KK-VD-IO11014700090 Imported at  13-04-2023 08:26:11";;;;
"623";"4355-KK-VD-LF11014700086 Imported at  13-04-2023 08:26:12";;;"2122-TTMCP-00446";
"624";"4355-KK-VD-IO11014700093 Imported at  13-04-2023 08:26:14";;;;
"625";"4355-KK-VD-IO11014700095 Imported at  13-04-2023 08:26:15";;;;
"626";"4355-KK-VD-LF11014700089 Imported at  13-04-2023 08:26:17";;;"50-TTMCP-00340";
"627";"4355-KK-VD-IO11014700092 Imported at  13-04-2023 08:26:18";;;;
"628";"4355-KK-VD-IO11014700091 Imported at  13-04-2023 08:26:20";;;;
"629";"4355-KK-VD-IB11014700098 Imported at  13-04-2023 08:26:23";;;"2122-TTMCP-00592";"RLPP-TCPTM-00122"
"630";"4355-KK-VD-IB11014700100 Imported at  13-04-2023 08:26:26";;;"2122-TTMCP-00592";"RLPP-TCPTM-00122"
"631";"4355-KK-VD-IO11014700094 Imported at  13-04-2023 08:26:28";;;;
"632";"4355-KK-VD-IB11014700097 Imported at  13-04-2023 08:26:31";;;"2122-TTMCP-00592";"RLPP-TCPTM-00122"
"633";"4355-KK-VD-IB11014700096 Imported at  13-04-2023 08:26:32";;;"2050-TTMCP-01123";"RLPP-TCPTM-00196"
"634";"4355-KK-VD-IW11014700103 Imported at  13-04-2023 08:26:33";;;;
"635";"4355-KK-VD-IW11014700105 Imported at  13-04-2023 08:26:54";;;;
"636";"4355-KK-VD-IB11014700099 Imported at  13-04-2023 08:26:56";;;"2122-TTMCP-00592";"RLPP-TCPTM-00122"
"637";"4355-KK-VD-IB11014700101 Imported at  13-04-2023 08:26:57";;;"50-TTMCP-00493";"RLPP-TCPTM-00122"
"638";"4355-KK-VD-IW11014700108 Imported at  13-04-2023 08:26:59";;;;
"639";"4355-KK-VD-IW11014700104 Imported at  13-04-2023 08:27:01";;;;
"640";"4355-KK-VD-IB11014700102 Imported at  13-04-2023 08:27:03";;;"50-TTMCP-00493";"RLPP-TCPTM-00122"
"641";"4355-KK-VD-IW11014700106 Imported at  13-04-2023 08:27:05";;;;
"642";"4355-KK-VD-IO11014700113 Imported at  13-04-2023 08:27:06";;;"50-TTMCP-00608";"RLPP-TCPTM-00156"
"643";"4355-KK-VD-IO11014700110 Imported at  13-04-2023 08:27:08";;;"2122-TTMCP-00855";"RLPP-TCPTM-00144"
"644";"4355-KK-VD-IO11014700111 Imported at  13-04-2023 08:27:10";;;"2122-TTMCP-00855";"RLPP-TCPTM-00144"
"645";"4355-KK-VD-IW11014700107 Imported at  13-04-2023 08:27:11";;;;
"646";"4355-KK-VD-QP11014700118 Imported at  13-04-2023 08:27:12";;;"2050-TTMCP-01860";"RLPP-TCPTM-00283"
"647";"4355-KK-VD-QC11014700115 Imported at  13-04-2023 08:27:15";;;"2050-TTMCP-01394";"RLPP-TCPTM-00219"
"648";"4355-KK-VD-QP11014700116 Imported at  13-04-2023 08:27:16";;;"2050-TTMCP-01395";"RLPP-TCPTM-00219"
"649";"4355-KK-VD-IO11014700112 Imported at  13-04-2023 08:27:18";;;"2122-TTMCP-00855";"RLPP-TCPTM-00144"
"650";"4355-KK-VD-QP11014700120 Imported at  13-04-2023 08:27:19";;;;
"651";"4355-KK-VD-QP11014700121 Imported at  13-04-2023 08:27:21";;;;
"652";"4355-KK-VD-QP11014700123 Imported at  13-04-2023 08:27:23";;;;
"653";"4355-KK-VD-QP11014700117 Imported at  13-04-2023 08:27:25";;;"2050-TTMCP-01879";
"654";"4355-KK-VD-IO11014700109 Imported at  13-04-2023 08:27:27";;;"2122-TTMCP-00855";"RLPP-TCPTM-00144"
"655";"4355-KK-VD-QP11014700126 Imported at  13-04-2023 08:27:28";;;;
"656";"4355-KK-VD-QP11014700125 Imported at  13-04-2023 08:27:32";;;;
"657";"4355-KK-VD-QP11014700128 Imported at  13-04-2023 08:27:33";;;;
"658";"4355-KK-VD-IO11014700114 Imported at  13-04-2023 08:27:34";;;"50-TTMCP-00608";"RLPP-TCPTM-00156"
"659";"4355-KK-VD-QP11014700131 Imported at  13-04-2023 08:27:36";;;;
"660";"4355-KK-VD-FW11014700119 Imported at  13-04-2023 08:27:37";;;"2050-TTMCP-01858";
"661";"4355-KK-VD-QP11014700122 Imported at  13-04-2023 08:27:39";;;;
"662";"4355-KK-VD-QP11014700130 Imported at  13-04-2023 08:27:41";;;;
"663";"4355-KK-VD-OI11014700136 Imported at  13-04-2023 08:27:43";;;;
"664";"4355-KK-VD-DT11014700133 Imported at  13-04-2023 08:27:44";;;"2050-TTMCP-01842";
"665";"4355-KK-VD-QP11014700127 Imported at  13-04-2023 08:27:45";;;;
"666";"4355-KK-VD-DI11014700135 Imported at  13-04-2023 08:27:47";;;;
"667";"4355-KK-VD-QP11014700124 Imported at  13-04-2023 08:27:48";;;;
"668";"4355-KK-VD-MB11014700141 Imported at  13-04-2023 08:27:51";;;;
"669";"4355-KK-VD-QP11014700132 Imported at  13-04-2023 08:27:52";;;;
"670";"4355-KK-VD-QP11014700129 Imported at  13-04-2023 08:27:53";;;;
"671";"4355-KK-VD-DS11014700134 Imported at  13-04-2023 08:27:55";;;"2050-TTMCP-01775";
"672";"4355-KK-VD-ML11014700140 Imported at  13-04-2023 08:27:57";;;;
"673";"4355-KK-VD-OP11014700137 Imported at  13-04-2023 08:27:59";;;;
"674";"4355-KK-VD-OL11014700138 Imported at  13-04-2023 08:28:01";;;;
"675";"4355-KK-VD-DL11014700142 Imported at  13-04-2023 08:28:04";;;;
"676";"4355-KK-VD-OM11014700139 Imported at  13-04-2023 08:28:06";;;;
"677";"4355-KK-VD-DB11014700143 Imported at  13-04-2023 08:28:07";;;;
"678";"4355-JK-VD-PQ101470002 Imported at  18-04-2023 12:02:51";;;"2050-TTMCP-00587";
"679";"4355-JK-VD-PP101470001 Imported at  18-04-2023 12:02:53";;;"2050-TTMCP-00394";
"680";"4355-JK-VD-PP101470002 Imported at  18-04-2023 12:02:55";;;"2050-TTMCP-00332";
"681";"4355-JK-VD-PL101470003 Imported at  18-04-2023 12:02:57";;;"2050-TTMCP-00330";"RLPP-TCPTM-00054"
"682";"4355-JK-VD-PP101470003 Imported at  18-04-2023 12:02:59";;;"2050-TTMCP-00332";
"683";"4355-JK-VD-IS101470003 Imported at  18-04-2023 12:03:02";;;"2050-TTMCP-00475";"RLPP-TCPTM-00091"
"684";"4355-JK-VD-PP101470004 Imported at  18-04-2023 12:03:05";;;"2050-TTMCP-00332";
"685";"4355-JK-VD-IS101470002 Imported at  18-04-2023 12:03:07";;;"2050-TTMCP-00459";"RLPP-TCPTM-00078"
"686";"4355-JK-VD-IS101470001 Imported at  18-04-2023 12:03:10";;;"2050-TTMCP-00344";"RLPP-TCPTM-00057"
"687";"4355-JK-VD-PQ101470005 Imported at  18-04-2023 12:03:12";;;;
"688";"4355-JK-VD-IS101470008 Imported at  18-04-2023 12:03:14";;;"2050-TTMCP-00468";"RLPP-TCPTM-00082"
"689";"4355-JK-VD-IS101470004 Imported at  18-04-2023 12:03:16";;;"2050-TTMCP-00475";"RLPP-TCPTM-00082"
"690";"4355-JK-VD-IS101470007 Imported at  18-04-2023 12:03:18";;;"2050-TTMCP-00468";"RLPP-TCPTM-00082"
"691";"4355-JK-VD-IS101470006 Imported at  18-04-2023 12:03:20";;;"2050-TTMCP-00660";"RLPP-TCPTM-00116"
"692";"4355-JK-VD-IS101470014 Imported at  18-04-2023 12:03:23";;;"2050-TTMCP-00660";"RLPP-TCPTM-00116"
"693";"4355-JK-VD-IS101470009 Imported at  18-04-2023 12:03:26";;;"2050-TTMCP-00617";"RLPP-TCPTM-00111"
"694";"4355-JK-VD-IS101470005 Imported at  18-04-2023 12:03:28";;;"2050-TTMCP-00339";"RLPP-TCPTM-00057"
"695";"4355-JK-VD-IS101470040 Imported at  18-04-2023 12:03:30";;;"2050-TTMCP-00344";"RLPP-TCPTM-00057"
"696";"4355-JK-VD-IS101470012 Imported at  18-04-2023 12:03:33";;;"2050-TTMCP-00339";"RLPP-TCPTM-00057"
"697";"4355-JK-VD-IS101470027 Imported at  18-04-2023 12:03:35";;;"2050-TTMCP-00344";"RLPP-TCPTM-00057"
"698";"4355-JK-VD-IS101470013 Imported at  18-04-2023 12:03:37";;;"2050-TTMCP-00681";"RLPP-TCPTM-00122"
"699";"4355-JK-VD-IS101470010 Imported at  18-04-2023 12:03:39";;;"2050-TTMCP-00617";"RLPP-TCPTM-00111"
"700";"4355-JK-VD-IS101470017 Imported at  18-04-2023 12:03:41";;;"2050-TTMCP-00455";"RLPP-TCPTM-00092"
"701";"4355-JK-VD-IS101470032 Imported at  18-04-2023 12:03:43";;;"2050-TTMCP-00966";"RLPP-TCPTM-00160"
"702";"4355-JK-VD-IB101470006 Imported at  18-04-2023 12:03:45";;;"2050-TTMCP-00736";"RLPP-TCPTM-00128"
"703";"4355-JK-VD-IS101470029 Imported at  18-04-2023 12:03:49";;;"2122-TTMCP-00275";
